Plot,Genre1
"Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British public school. After nearly 20 years of service, he is being forced to retire on the pretext of his health, and perhaps may not even be given a pension. The boys regard him as a Hitler, with some justification. His wife Laura is unfaithful, and lives to wound him any way she can. Andrew must come to terms with his failed life and regain at least his own self-respect.",Drama
"Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his village with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things change dramatically with the unheralded arrival of Cousin Dmitri from Moscow, who charms the women and little Nadia with his games and pianistic bravura. But Kotov isn't fooled: this is the time of Stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that Dmitri isn't paying a social call...",Drama
"The circularity of violence seen in a story that circles on itself. In Republic of Macedonia, during war in Bosnia, Christians hunt an ethnic Albanian girl who may have murdered one of their own. A young monk who's taken a vow of silence offers her protection. In London, a photographic editor who's pregnant needs to talk it out with her estranged husband and chooses a toney restaurant. She wants permanence with her lover, a prize-winning Macedonian photographer just back from Bosnia, changed by the violence. He leaves abruptly for his village; he's not visited it in 16 years. There he tries to ignore bitter divisions between his Orthodox brethren and local Albanians, then tries to transcend them.",Drama
"American tourist Jesse and French student Celine meet by chance on the train from Budapest to Vienna. Sensing that they are developing a connection, Jesse asks Celine to spend the day with him in Vienna, and she agrees. So they pass the time before his scheduled flight the next morning together. How do two perfect strangers connect so intimately over the course of a single day? What is that special thing that bonds two people so strongly? As their bond turns to love, what will happen to them the next morning when Jesse flies away?",Drama
"Billy Madison is a 27 year-old man whose father Brian is the head of a major hotel chain. Even though he is groomed to replace his father who is about to retire, Billy is extremely immature and unmotivated in life. When Brian considers making Eric Gordon (whom Billy despises) his new replacement, Billy decides to prove to his father that he is capable of taking over. He must repeat grade school all over again (2 weeks for each grade) in order to take over the hotel empire. The further Billy progresses, the more Eric tries to derail Billy.",Comedy
A teenage babysitter is the focus of two boys and a man's separate obsessions.,Drama
"Jane is a night club singer, out of work. Robin is a quirky real estate agent looking for a ride-share to accompany her to California. Her advertisement is answered by Jane, who at first was uncertain about her. A stop in Pittsburgh picks up a third, Holly, escaping a violent and drug-dealing partner. Girls on the road, reaching understanding, respect, and care for each other. But this trio is different - Jane a lesbian, Robin suffering with AIDS, Holly running from her past, seeking one-night stands and a good man.",Comedy
"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",Drama
A man struggles to save his family from the strange and deadly occurrences in the castle they've inherited.,Drama
"'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend, Eve Malone. The story centers around Benny and Eve as they enter student life at ...",Drama
Dante Hicks is not having a good day. He works as a clerk in a small convenience store and is told to come into work on his day off. Dante thinks life is a series of down endings and this day is proving to no different. He reads in the newspaper that his ex-girlfriend Caitlin is getting married. His present girlfriend reveals to have somewhat more experience with sex that he ever imagined. His principal concerns are the hockey game he has that afternoon and the wake for a friend who died. His buddy Randal Graves works as a clerk in the video store next and he hates his job just about as much as Dante hates his.,Comedy
"Well-respected psychiatrist Dr. Jack Mickler is only 10 days away from his retirement. A week before he is due to leave, he encounters a young man who attempts suicide--would be a pretty straightforward case except the young man claims to be Don Juan, the fabled Spanish nobleman and world renowned seducer/lover of woman. Despite original hostility from his co-workers, Jack manages to persuade his associates to put the youth in his care for 10 days after which the youth will undergo an evaluation to be either released from psychiatric care or sent to a mental institution. However, as the 10 days progresses, Dr. Mickler and the other staff become gradually drawn into to the young man's exotic world of love, passion and pleasure as he recounts his story to them. Whilst doing so the man's philosophies and zeal for life and love begins to revive Dr. Mickler's somewhat passionless relationship with his wife, Marilyn as well as challenging his own views and ethics to the point where both he and the audience begin to question: could this young man truly be Don Juan?",Comedy
"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",Drama
A team of skydiving crooks led by DEA-agent-turned-bad Busey specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell them to drug lords. Federal Marshal Snipes lost a brother to this crew and learns skydiving with the help of tough-but-lovable instructor Butler so he can track them down. DIE HARD meets PASSENGER 57 meets CLIFFHANGER.,Action
"Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. As the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. Is it fate...or just Destiny?",Crime
"Paulina Escobar is a political activist whose husband is a prominent lawyer in an unnamed South American country just out of a dictatorship. One day a storm forces her husband to ride home with a neighbor. That chance encounter brings up demons from her past, as she is convinced that the neighbor (Dr. Miranda) was part of the old fascist regime that tortured and raped her, while blindfolded. Paulina takes him captive to determine the truth. Paulina is torn between her psychological repressions and somber memory, Gerardo is torn between his wife and the law, and Dr. Miranda is forced to endure captivity while husband and wife seek out the uncertain truth about the clouded past.",Drama
A big-city reporter travels to the small town where her mother has been arrested for the murder of an elderly woman that she works for as a maid.,Crime
"Harry and Lloyd are two good friends who happen to be really stupid. The duo set out on a cross country trip from Providence to Aspen, Colorado to return a briefcase full of money to its rightful owner, a beautiful woman named Mary Swanson. After a trip of one mishap after another, the duo eventually make it to Aspen. But the two soon realize that Mary and her briefcase are the least of their problems.",Comedy
"Senior Master Chef Chu lives in a large house in Taipei with his three unmarried daughters, Jia-Jen, a chemistry teacher converted to Christianity, Jia-Chien, an airline executive, and Jia-Ning, a student who also works in a fast food restaurant. Life in the house revolves around the ritual of an elaborate dinner each Sunday, and the love lives of all the family members.",Comedy
"This psychological thriller is true to its subjects as well as being complex, dynamic, and overly dramatic. How something so long ago, seemingly trivial, years later with more significant trauma, turns repressed emotions into a dysfunctional life and distorted thinking. This is all merged into a psychological menagerie that unfolds piece by piece to perfection.",Drama
"Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work. Smugglers, and detectives, follow him to the island, ...",Comedy
"Because of his eccentric habits and bafflingly strange films, director Edward D. Wood Jr. is a Hollywood outcast. Nevertheless, with the help of the formerly famous Bela Lugosi and a devoted cast and crew of show-business misfits who believe in Ed's off-kilter vision, the filmmaker is able to bring his oversize dreams to cinematic life. Despite a lack of critical or commercial success, Ed and his friends manage to create an oddly endearing series of extremely low-budget films.",Biography
"A woman flies to France to confront her straying fiancé, but gets into trouble when the charming crook seated next to her uses her for smuggling.",Comedy
"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews, an American living in Paris, works for the airline Mickey flies on. They meet and fall in love, but their relationship goes through many difficult patches. The story is told in flashback by their friends at a restaurant waiting for them to arrive.",Comedy
"Teenage Angus adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with Angus' father, John, the boy and dog become stranded when...",Adventure
"It's the last day of school, and Max wants to catch the eye of Roxanne, one of the more attractive girls in school. But how can you be cool when your dad's Goofy? Stage an impromptu concert at the final assembly, that's how! Or at least it sounded good until Principal Mazer found out. Goofy finds out about his son's antics (sort of), and decides a fishing trip, like his dad took him on, is the solution. Of course, he doesn't know that Max finally lands a date with Roxanne for a party thrown by the class valedictorian. Through the movie, Goofy tries to bring Max out of his shell, while Max resents being taken away, and lying to Roxanne about the trip (he tells her he & his dad will be appearing on TV at the PowerLine concert in LA). Will Max sink or swim? Will Goofy goof up his son's first shot at romance? Will Bigfoot step back? And what about those nuns?",Animation
Hatch Harrison had a traffic accident with his car. At first the doctors said he was dead but then they succeeded to bring him back to life after two hours. But Hatch starts to have strange...,Fantasy
"After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family.",Drama
"Farinelli, is the artistic name of Carlo Broschi, a young singer in Handel's time. He was castrated in his childhood in order to preserve his voice. During his life he becomes to be a very famous opera singer, managed by his mediocre brother (Riccardo).",Biography
"This is the story of a talking cute piglet named Gordy, who gets involved in a big quest to save his family from the slaughterhouse, where no pigs have ever returned. And it's all up to him to find and save them before they get turned into sausage!",Comedy
"In this offshoot of the 1950s ""claymation"" cartoon series, the crazy Blockheads threaten to ruin Gumby's benefit concert by replacing the entire city of Clokeytown with robots.",Animation
J.J. is a rookie in the Sheriff's Department and the first black officer at that station. Racial tensions run high in the department as some of J.J.'s fellow officers resent his presence. ...,Crime
"This documentary follows two young African-Americans through their high school years as they perfect their skills in basketball in the hopes of getting a college scholarship and eventually play in the NBA. Arthur Agee and William Gates both show great potential and are are actively recruited as they look to enter high school. They start off at the same high school but unable to pay an unexpected bill for tuition fees, Arthur has to withdraw and go to the local public high school. The film follows them through their four years of high school and their trials and tribulations: injuries, slumps and the never ending battle to maintain their grades. Through it all, their hoop dreams continue.",Documentary
"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",Biography
"Kevin Franklin is a con man whose mouth is bigger than him, but it doesn't help him much when he's in with the mob for $50,000. Trying to avoid a gambling addict boss, and his two stupid henchmen, Kevin poses as a childhood friend to Gary Young, a workaholic father whose own life is in turmoil in an affluent Pennsylvania suburb.",Comedy
"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to find out who this beloved was--not easy, as Beethoven has had many women in his life.",Biography
"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that the facility is a woodland hellhole run by a psycho ex-fitness instructor.",Comedy
"Paul is on a business trips to Nagoya, as a computer-chip executive from New York, when he meets a beautiful and mysterious woman. Later, he finds himself in the wrong place at the wrong time, inadvertently interrupting an assassination by a feared Ninja-cult. As he is now the only man to have seen the face of the cult's warrior-leader and lived, he soon realizes that he is facing a markedly foreshortened life-expectancy. Teaming up with a friendly samurai couple, on a two-centuries-old blood-feud with the Ninja, he struggles to survive. Finally, recuperating on an island-fortress, he learns swordsmanship, and perhaps, a little about courage, honor, love, and loyalty. The requisite final confrontation is rife with bloody swordplay and spectacular martial-arts action sequences.",Action
"Edward Walters, an auto mechanic, falls for the intelligent and beautiful Catherine Boyd. It is love at first sight. There is however a problem, she's engaged to jerk James Moreland. Fortunately, Catherine's uncle likes Ed, and with his friends they scheme to make Catherine fall for Ed. The comedy in this movie stems from the fact that Catherine's uncle is none other than Albert Einstein, who's portrayed as a fun loving genius, as are his mischievous colleagues, Nathan, Kurt and Boris.",Comedy
"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",Drama
"One of the obsessive speculations in American history is whether Thomas Jefferson, in the years before he became president, had an affair with (and fathered a child with) his 15-year-old slave Sally Hemings. JEFFERSON IN PARIS follows Jefferson to France (as the U.S. ambassador to the court of Louis XVI), following the death of his wife his friendships and flirtations with the French, his relationship with his daughters and slaves from home (especially Sally), against the backdrop of the beginning of the French Revolution.",Biography
"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",Comedy
